Rank,Cocktail,Category,Savory,Category,Sweet,Category
1,Gin,Alcohol,Bacon,Meats,Rosemary,Herbs
2,Ginger,Herbs,Pear,Fruits,Vanilla,Herbs
3,Rosemary,Herbs,Pepper,Spices,,
4,,,Rosemary,Herbs,,
5,,,Yoghurt,Dairy,,
