Rank,Cocktail,Category,Savory,Category,Sweet,Category
80,Schnapps,Alcohol,Edamame,Vegetables,Raisin,Fruits
81,Star anise,Spices,Egg plant,Vegetables,Red onion,Vegetables
82,Strawberry,Berries,Fennel,Vegetables,Redcurrant,Berries
83,Tonic,Beverages,Feta,Cheeses,Rosemary,Herbs
84,Vanilla,Herbs,Grapefruit,Fruits,Saffron,Herbs
85,Watermelon,Fruits,Ketchup,Condiments,Sesame seed,Seeds
86,White rum,Alcohol,Leek,Vegetables,Shallot,Vegetables
87,White wine,Alcohol,Mango,Fruits,Smoked paprika,Spices
88,,,Maple syrup,Sugars,Soy,Other
89,,,Mayonnaise,Condiments,Star anise,Spices
90,,,Mushroom,Vegetables,Tarragon,Herbs
91,,,Mustard,Condiments,Tequila,Alcohol
92,,,Orange,Fruits,Toasted coconut,Nut
93,,,Oragano,Herbs,Turmeric,Spices
94,,,Parmesan,Dairy,Vodka,Alcohol
95,,,Parsley,Herbs,White rum,Alcohol
96,,,Passionfruit,Fruits,,
97,,,Pea,Vegetables,,
98,,,Peanut butter,Nut,,
99,,,Pecan,Nut,,
100,,,Pickling vinegar,Vinegars,,
101,,,Pine nut,Nut,,
102,,,Pineapple,Fruits,,
103,,,Pistachio,Nut,,
104,,,Plum,Berries,,
105,,,Pork,Meats,,
106,,,Pumpkin seed,Seeds,,
107,,,Raisin,Fruits,,
108,,,Red cabbage,Vegetables,,
109,,,Rosemary,Herbs,,
110,,,Rum,Alcohol,,
111,,,Salad,Other,,
112,,,Salmon,Meats,,
113,,,Sesame oil,Oils,,
114,,,Shallot,Vegetables,,
115,,,Spinach,Spices,,
116,,,Star anise,Spices,,
117,,,Sundried tomato,Vegetables,,
118,,,Sweet potato,Vegetables,,
119,,,Tabasco,Condiments,,
120,,,Tahin,Other,,
121,,,Tarragon,Herbs,,
122,,,Tequila,Alcohol,,
123,,,Timian,Herbs,,
124,,,Vanilla,Herbs,,
125,,,Vegetable stock,Other,,
126,,,Vodka,Alcohol,,
127,,,Watercress,Vegetables,,
128,,,Watermelon,Fruits,,
129,,,Worcestershire sauce,Condiments,,
