Rank,Cocktail,Category,Savory,Category,Sweet,Category
133,,,Rice,Other,,
134,,,Ricotta,Cheeses,,
135,,,Rye bread,Other,,
136,,,Saffron,Herbs,,
137,,,Sage,Herbs,,
138,,,Salad,Other,,
139,,,Salmon,Meats,,
140,,,Sesame seed,Seeds,,
141,,,Shallot,Vegetables,,
142,,,Smoked salmon,Meats,,
143,,,Sourdough,Other,,
144,,,Soy,Other,,
145,,,Star anise,Spices,,
146,,,Strawberry,Berries,,
147,,,Sundried tomato,Vegetables,,
148,,,Sweet potato,Vegetables,,
149,,,Tabasco,Condiments,,
150,,,Tahin,Other,,
151,,,Tarragon,Herbs,,
152,,,Vanilla,Herbs,,
153,,,Vegetable stock,Other,,
154,,,Vodka,Alcohol,,
155,,,Walnut,Nut,,
156,,,Watercress,Vegetables,,
157,,,White wine vinegar,Vinegars,,
