Rank,Cocktail,Category,Savory,Category,Sweet,Category
74,,,Brocolli,Vegetables,,
75,,,Buttermilk,Dairy,,
76,,,Butternut squash,Vegetables,,
77,,,Capers,Other,,
78,,,Caraway,Spices,,
79,,,Cardamom,Spices,,
80,,,Cashew,Nut,,
81,,,Cauliflower,Vegetables,,
82,,,Cayenne pepper,Spices,,
83,,,Celeriac,Vegetables,,
84,,,Champagne,Alcohol,,
85,,,Chestnut,Nut,,
86,,,Chick pea,Vegetables,,
87,,,Chorizo,Meats,,
88,,,Coconut,Nut,,
89,,,Coconut sugar,Sugars,,
90,,,Cognac,Alcohol,,
91,,,Cointreau,Liqueurs,,
92,,,Coriander seed,Other,,
93,,,Corn,Vegetables,,
94,,,Couscous,Other,,
95,,,Cranberry,Berries,,
96,,,Cream,Dairy,,
97,,,Cream cheese,Cheeses,,
98,,,Currant,Berries,,
99,,,Dark chocolate,Other,,
100,,,Dark rum,Alcohol,,
101,,,Date,Fruits,,
102,,,Edamame,Vegetables,,
103,,,Egg plant,Vegetables,,
104,,,Elderflower,Herbs,,
105,,,Fennel,Vegetables,,
106,,,Fennel seed,Spices,,
107,,,Feta,Cheeses,,
108,,,Fig,Fruits,,
109,,,Fish sauce,Other,,
110,,,Flaxseed,Seeds,,
111,,,Garam masala,Spices,,
112,,,Gin,Alcohol,,
113,,,Goat cheese,Cheeses,,
114,,,Gooseberry,Berries,,
115,,,Hazelnut,Nut,,
116,,,Jamón,Meats,,
117,,,Kale,Vegetables,,
118,,,Ketchup,Condiments,,
119,,,Lemongrass,Herbs,,
120,,,Licorice,Candy,,
121,,,Light rum,Alcohol,,
122,,,Mango,Fruits,,
123,,,Maple syrup,Sugars,,
124,,,Marsala,Alcohol,,
125,,,Mascarpone,Cheeses,,
126,,,Mozzarella,Cheeses,,
127,,,Noodle,Other,,
128,,,Orange,Fruits,,
129,,,Parsley root,Vegetables,,
130,,,Pasta,Other,,
131,,,Pea,Vegetables,,
132,,,Peach,Fruits,,
133,,,Peanit,Nut,,
134,,,Peanut butter,Nut,,
135,,,Pear,Fruits,,
136,,,Pecan,Nut,,
137,,,Pickling vinegar,Vinegars,,
138,,,Pine nut,Nut,,
139,,,Pineapple,Fruits,,
140,,,Pistachio,Nut,,
141,,,Plum,Berries,,
142,,,Pointed cabbage,Vegetables,,
143,,,Pomegranate,Fruits,,
144,,,Poppy seed,Seeds,,
145,,,Pork,Meats,,
146,,,Portwine,Alcohol,,
147,,,Prune,Fruits,,
148,,,Pumpkin,Vegetables,,
149,,,Pumpkin seed,Seeds,,
150,,,Raisin,Fruits,,
151,,,Red cabbage,Vegetables,,
152,,,Red wine,Alcohol,,
153,,,Redcurrant,Berries,,
154,,,Rhubarb,Fruits,,
155,,,Rice,Other,,
156,,,Ricotta,Cheeses,,
157,,,Rum,Alcohol,,
158,,,Rye bread,Other,,
159,,,Saffron,Herbs,,
160,,,Sage,Herbs,,
161,,,Salad,Other,,
162,,,Salmon,Meats,,
163,,,Schnapps,Alcohol,,
164,,,Sesame oil,Oils,,
165,,,Sesame seed,Seeds,,
166,,,Shallot,Vegetables,,
167,,,Smoked salmon,Meats,,
168,,,Sourdough,Other,,
169,,,Soy,Other,,
170,,,Star anise,Spices,,
171,,,Strawberry,Berries,,
172,,,Sundried tomato,Vegetables,,
173,,,Sweet potato,Vegetables,,
174,,,Tahin,Other,,
175,,,Tarragon,Herbs,,
176,,,Turmeric,Spices,,
177,,,Vanilla,Herbs,,
178,,,Vegetable stock,Other,,
179,,,Vodka,Alcohol,,
180,,,Walnut,Nut,,
181,,,Watercress,Vegetables,,
182,,,Watermelon,Fruits,,
183,,,White wine vinegar,Vinegars,,
184,,,Wood sorrel,Herbs,,
185,,,Yuzu,Fruits,,
