Rank,Savory,Category,Sweet,Category
1,Apple,Fruits,Vanilla,Herbs
2,Cardamom,Spices,Honey,Sugars
3,Cinnamon,Spices,Lemon,Fruits
4,Honey,Sugars,Redcurrant,Berries
5,Walnut,Nut,Strawberry,Berries
6,,,White chocolate,Other
7,,,Almond,Nut
8,,,Creme fraiche,Dairy
9,,,Dark chocolate,Other
10,,,Elderflower,Herbs
11,,,Grapefruit,Fruits
12,,,Marshmallow,Candy
13,,,Marzipan,Other
14,,,Pepper,Spices
15,,,Pistachio,Nut
16,,,Rhubarb,Fruits
17,,,Saffron,Herbs
18,,,Walnut,Nut
