Rank,Cocktail,Category,Savory,Category,Sweet,Category
60,,,Banana,Fruits,Timian,Herbs
61,,,Bean,Vegetables,Tomato,Vegetables
62,,,Bean sprout,Vegetables,Turmeric,Spices
63,,,Beef,Meats,Vanilla,Herbs
64,,,Beef stock,Other,Walnut,Nut
65,,,Beer,Alcohol,Watercress,Vegetables
66,,,Beetroot,Vegetables,White chocolate,Other
67,,,Blackberry,Berries,White wine vinegar,Vinegars
68,,,Blood orange,Fruits,,
69,,,Blueberry,Berries,,
70,,,Brandy,Alcohol,,
71,,,Bread,Other,,
72,,,Brocolli,Vegetables,,
73,,,Buttermilk,Dairy,,
74,,,Butternut squash,Vegetables,,
75,,,Caraway,Spices,,
76,,,Cardamom,Spices,,
77,,,Cashew,Nut,,
78,,,Cauliflower,Vegetables,,
79,,,Cayenne pepper,Spices,,
80,,,Celeriac,Vegetables,,
81,,,Cherry,Berries,,
82,,,Chestnut,Nut,,
83,,,Chicken,Meats,,
84,,,Chick pea,Vegetables,,
85,,,Chive,Herbs,,
86,,,Chorizo,Meats,,
87,,,Cloves,Spices,,
88,,,Cocoa,Other,,
89,,,Coconut,Nut,,
90,,,Coconut sugar,Sugars,,
91,,,Cognac,Alcohol,,
92,,,Coriander seed,Other,,
93,,,Corn,Vegetables,,
94,,,Courgette,Vegetables,,
95,,,Couscous,Other,,
96,,,Cranberry,Berries,,
97,,,Cream cheese,Cheeses,,
98,,,Curry,Spices,,
99,,,Dark chocolate,Other,,
100,,,Date,Fruits,,
101,,,Dill,Herbs,,
102,,,Edamame,Vegetables,,
103,,,Egg plant,Vegetables,,
104,,,Elderflower,Herbs,,
105,,,Fennel,Vegetables,,
106,,,Fennel seed,Spices,,
107,,,Fig,Fruits,,
108,,,Fish sauce,Other,,
109,,,Flaxseed,Seeds,,
110,,,Garam masala,Spices,,
111,,,Goat cheese,Cheeses,,
112,,,Gooseberry,Berries,,
113,,,Grapefruit,Fruits,,
114,,,Hazelnut,Nut,,
115,,,Jamón,Meats,,
116,,,Kale,Vegetables,,
117,,,Ketchup,Condiments,,
118,,,Lemongrass,Herbs,,
119,,,Mango,Fruits,,
120,,,Maple syrup,Sugars,,
121,,,Marsala,Alcohol,,
122,,,Marzipan,Other,,
123,,,Mascarpone,Cheeses,,
124,,,Mayonnaise,Condiments,,
125,,,Mozzarella,Cheeses,,
126,,,Mushroom,Vegetables,,
127,,,Noodle,Other,,
128,,,Orange,Fruits,,
129,,,Parsley root,Vegetables,,
130,,,Pasta,Other,,
131,,,Pea,Vegetables,,
132,,,Peach,Fruits,,
133,,,Peanit,Nut,,
134,,,Peanut butter,Nut,,
135,,,Pear,Fruits,,
136,,,Pecan,Nut,,
137,,,Pickling vinegar,Vinegars,,
138,,,Pineapple,Fruits,,
139,,,Pistachio,Nut,,
140,,,Plum,Berries,,
141,,,Pointed cabbage,Vegetables,,
142,,,Pomegranate,Fruits,,
143,,,Pork,Meats,,
144,,,Portwine,Alcohol,,
145,,,Prune,Fruits,,
146,,,Pumpkin,Vegetables,,
147,,,Pumpkin seed,Seeds,,
148,,,Raisin,Fruits,,
149,,,Rapeseed oil,Oils,,
150,,,Raspberry,Berries,,
151,,,Red cabbage,Vegetables,,
152,,,Redcurrant,Berries,,
153,,,Rhubarb,Fruits,,
154,,,Rice,Other,,
