Rank,Cocktail,Category,Savory,Category,Sweet,Category
95,,,Fennel,Vegetables,Grapefruit,Fruits
96,,,Fennel seed,Spices,Kiwi,Berries
97,,,Feta,Cheeses,Lavender,Herbs
98,,,Fish sauce,Other,Lemon balm,Herbs
99,,,Flaxseed,Seeds,Lemongrass,Herbs
100,,,Garam masala,Spices,Mango,Fruits
101,,,Gin,Alcohol,Maple syrup,Sugars
102,,,Goat cheese,Cheeses,Marsala,Alcohol
103,,,Grapefruit,Fruits,Matcha tea,Beverages
104,,,Hazelnut,Nut,Mayonnaise,Condiments
105,,,Jamón,Meats,Mustard,Condiments
106,,,Kale,Vegetables,Nougat,Other
107,,,Ketchup,Condiments,Nutmeg,Spices
108,,,Lemon balm,Herbs,Onion,Vegetables
109,,,Lemongrass,Herbs,Paprika,Spices
110,,,Licorice,Candy,Parsley,Herbs
111,,,Light rum,Alcohol,Peach,Fruits
112,,,Lime,Fruits,Peanit,Nut
113,,,Mango,Fruits,Peanut butter,Nut
114,,,Maple syrup,Sugars,Pear,Fruits
115,,,Mascarpone,Cheeses,Pecan,Nut
116,,,Mozzarella,Cheeses,Pepper,Spices
117,,,Mushroom,Vegetables,Peppermint,Herbs
118,,,Oragano,Herbs,Pine needles,Other
119,,,Parsley root,Vegetables,Pine nut,Nut
120,,,Pasta,Other,Pineapple,Fruits
121,,,Pea,Vegetables,Plum,Berries
122,,,Peach,Fruits,Pomegranate,Fruits
123,,,Peanit,Nut,Poppy seed,Seeds
124,,,Pear,Fruits,Portwine,Alcohol
125,,,Pecan,Nut,Prune,Fruits
126,,,Pickling vinegar,Vinegars,Pumpkin seed,Seeds
127,,,Pineapple,Fruits,Raisin,Fruits
128,,,Pistachio,Nut,Red wine,Alcohol
129,,,Pointed cabbage,Vegetables,Ricotta,Cheeses
130,,,Pomegranate,Fruits,Rosewater,Other
131,,,Pork,Meats,Rosemary,Herbs
132,,,Portwine,Alcohol,Rum,Alcohol
133,,,Prune,Fruits,Rye bread,Other
134,,,Pumpkin,Vegetables,Saffron,Herbs
135,,,Pumpkin seed,Seeds,Ladyfingers,Other
136,,,Raisin,Fruits,Sea buckthorn,Berries
137,,,Rapeseed oil,Oils,Sesame seed,Seeds
138,,,Red cabbage,Vegetables,Shallot,Vegetables
139,,,Red wine,Alcohol,Soy,Other
140,,,Rhubarb,Fruits,Spinach,Spices
141,,,Rice,Other,Spring onion,Vegetables
142,,,Ricotta,Cheeses,Squid ink,Other
143,,,Rye bread,Other,Star anise,Spices
144,,,Saffron,Herbs,Tabasco,Condiments
145,,,Sage,Herbs,Tarragon,Herbs
146,,,Salad,Other,Tequila,Alcohol
147,,,Salmon,Meats,Timian,Herbs
148,,,Schnapps,Alcohol,Toasted coconut,Nut
149,,,Sesame seed,Seeds,Tomato,Vegetables
150,,,Shallot,Vegetables,Turmeric,Spices
151,,,Smoked paprika,Spices,Vodka,Alcohol
152,,,Smoked salmon,Meats,White wine,Alcohol
153,,,Sourdough,Other,White wine vinegar,Vinegars
154,,,Soy,Other,Worcestershire sauce,Condiments
155,,,Star anise,Spices,Yuzu,Fruits
156,,,Strawberry,Berries,Zucchini,Vegetables
157,,,Sundried tomato,Vegetables,,
158,,,Sweet potato,Vegetables,,
159,,,Tabasco,Condiments,,
160,,,Tarragon,Herbs,,
161,,,Turmeric,Spices,,
162,,,Vanilla,Herbs,,
163,,,Vegetable stock,Other,,
164,,,Walnut,Nut,,
165,,,Watercress,Vegetables,,
166,,,White wine vinegar,Vinegars,,
167,,,Worcestershire sauce,Condiments,,
168,,,Zucchini,Vegetables,,
