Rank,Cocktail,Category,Savory,Category,Sweet,Category
118,,,Mascarpone,Cheeses,,
119,,,Milk chocolate,Other,,
120,,,Mozzarella,Cheeses,,
121,,,Mushroom,Vegetables,,
122,,,Nutmeg,Spices,,
123,,,Oragano,Herbs,,
124,,,Pasta,Other,,
125,,,Pea,Vegetables,,
126,,,Peach,Fruits,,
127,,,Peanit,Nut,,
128,,,Peanut butter,Nut,,
129,,,Pear,Fruits,,
130,,,Pecan,Nut,,
131,,,Pickling vinegar,Vinegars,,
132,,,Pine nut,Nut,,
133,,,Pineapple,Fruits,,
134,,,Pistachio,Nut,,
135,,,Plum,Berries,,
136,,,Poppy seed,Seeds,,
137,,,Pork,Meats,,
138,,,Portwine,Alcohol,,
139,,,Pumpkin,Vegetables,,
140,,,Raisin,Fruits,,
141,,,Rapeseed oil,Oils,,
142,,,Red wine,Alcohol,,
143,,,Redcurrant,Berries,,
144,,,Rhubarb,Fruits,,
145,,,Rice,Other,,
146,,,Rosewater,Other,,
147,,,Rye bread,Other,,
148,,,Saffron,Herbs,,
149,,,Salad,Other,,
150,,,Salmon,Meats,,
151,,,Shallot,Vegetables,,
152,,,Smoked paprika,Spices,,
153,,,Smoked salmon,Meats,,
154,,,Sourdough,Other,,
155,,,Star anise,Spices,,
156,,,Strawberry,Berries,,
157,,,Sundried tomato,Vegetables,,
158,,,Sweet potato,Vegetables,,
159,,,Tahin,Other,,
160,,,Tarragon,Herbs,,
161,,,Turmeric,Spices,,
162,,,Vegetable stock,Other,,
163,,,Watercress,Vegetables,,
164,,,White chocolate,Other,,
165,,,White wine,Alcohol,,
166,,,Wood sorrel,Herbs,,
167,,,Worcestershire sauce,Condiments,,
168,,,Zucchini,Vegetables,,
